time,value
3.25,459637
3.2520000000000002,1618579
3.254,3143256
3.2560000000000002,4194293
3.258,4343289
3.2600000000000002,3404884
3.262,1906959
3.2640000000000002,510541
3.266,-7354
3.2680000000000002,27309
3.27,520105
3.2720000000000002,1738919
3.274,3313493
3.2760000000000002,4411302
3.278,4593328
3.2800000000000002,3658669
3.282,2136924
3.2840000000000003,677754
3.286,21017
3.2880000000000003,33779
3.29,596094
3.2920000000000003,1888876
3.294,3522666
3.2960000000000003,4682839
3.298,4908138
3.3000000000000003,4002296
3.302,2496434
3.3040000000000003,1015900
3.306,125131
3.3080000000000003,30123
3.31,706369
3.3120000000000003,2052896
3.314,3714016
3.3160000000000003,4906456
3.318,5165893
3.3200000000000003,4290224
3.322,2800445
3.3240000000000003,1338271
3.326,394233
3.3280000000000003,212419
3.33,980213
3.332,2342180
3.334,4009554
3.336,5212287
3.338,5487851
3.34,4624193
3.342,3131414
3.344,1657948
3.346,706419
3.348,520784
3.35,1238378
3.352,2567955
3.354,4213129
3.356,5404552
3.358,5675061
3.36,4813988
3.362,3310313
3.364,1819593
3.366,840917
3.368,615068
3.37,1288951
3.372,2581686
3.374,4199352
3.376,5373389
3.378,5637623
3.38,4786551
3.382,3280953
3.384,1765624
3.386,763120
3.388,525944
3.39,1191304
3.392,2475874
3.394,4090743
3.396,5278335
3.398,5558693
3.4,4721443
3.402,3226791
3.404,1720074
3.406,713698
3.408,475241
3.41,1138025
3.412,2424213
3.414,4043595
3.416,5251096
3.418,5557911
3.42,4759209
3.422,3301220
3.424,1825881
3.426,843521
3.428,621361
3.43,1291131
3.432,2586659
3.434,4216429
3.436,5454459
3.438,5798734
3.44,5038433
3.442,3612173
3.444,2163874
3.446,1184891
3.448,942931
3.45,1590472
3.452,2857792
3.454,4456408
3.456,5677802
3.458,6016650
3.46,5264156
3.462,3838644
3.464,2376276
3.466,1379309
3.468,1121604
3.47,1750880
3.472,3003326
3.474,4587159
3.476,5808071
3.478,6165756
3.48,5439389
3.482,4031755
3.484,2584465
3.486,1592981
3.488,1329902
3.49,1939126
3.492,3174796
3.494,4740475
3.496,5948869
3.498,6304425
3.5,5598454
3.5020000000000002,4218633
3.504,2800007
3.5060000000000002,1825793
3.508,1561347
3.5100000000000002,2145707
3.512,3343578
3.5140000000000002,4870068
3.516,6067378
3.5180000000000002,6438962
3.52,5776970
3.5220000000000002,4438717
3.524,3042730
3.5260000000000002,2072115
3.528,1800067
3.5300000000000002,2367397
3.532,3547311
3.5340000000000003,5061388
3.536,6260873
3.5380000000000003,6645618
3.54,6005864
3.5420000000000003,4683586
3.544,3287264
3.5460000000000003,2300324
3.548,2001961
3.5500000000000003,2538730
3.552,3690646
3.5540000000000003,5185110
3.556,6378876
3.5580000000000003,6761373
3.56,6122431
3.5620000000000003,4788219
3.564,3377099
3.5660000000000003,2364913
3.568,2040268
3.5700000000000003,2550158
3.572,3682060
3.5740000000000003,5169056
3.576,6374984
3.5780000000000003,6784161
3.58,6175213
3.5820000000000003,4863846
3.584,3466397
3.586,2460579
3.588,2140947
3.59,2657696
3.592,3802716
3.594,5300184
3.596,6530958
3.598,6963844
3.6,6376895
3.602,5074518
3.604,3676348
3.606,2659384
3.608,2319878
3.61,2811143
3.612,3935074
3.614,5413166
3.616,6638067
3.618,7072184
3.62,6491334
3.622,5185666
3.624,3779696
3.626,2749419
3.628,2393347
3.63,2866878
3.632,3981351
3.634,5453449
3.636,6682410
3.638,7127621
3.64,6560445
3.642,5258636
3.644,3846726
3.646,2807190
3.648,2438976
3.65,2894054
3.652,3992196
3.654,5451626
3.656,6679645
3.658,7124890
3.66,6558448
3.662,5241704
3.664,3803048
3.666,2728897
3.668,2327493
3.67,2749169
3.672,3822895
3.674,5266225
3.676,6489969
3.678,6932190
3.68,6365338
3.682,5041868
3.684,3593578
3.686,2507703
3.688,2097801
3.69,2517533
3.692,3602115
3.694,5069119
3.696,6335642
3.698,6825786
3.7,6308695
3.702,5023313
3.704,3603615
3.706,2538671
3.708,2154040
3.71,2600015
3.712,3718133
3.714,5222541
3.716,6538188
3.718,7078298
3.72,6606406
3.722,5351229
3.724,3944122
3.726,2877067
3.728,2492028
3.73,2960421
3.732,4125414
3.734,5689414
3.736,7069460
3.738,7639355
3.74,7154477
3.742,5851693
3.744,4397597
3.746,3288211
3.748,2867644
3.75,3305182
3.7520000000000002,4443824
3.754,5988699
3.7560000000000002,7363853
3.758,7940515
3.7600000000000002,7461556
3.762,6142816
3.7640000000000002,4664338
3.766,3528160
3.7680000000000002,3081387
3.77,3493522
3.7720000000000002,4622748
3.774,6160675
3.7760000000000002,7534829
3.778,8108780
3.7800000000000002,7626303
3.782,6287069
3.7840000000000003,4778508
3.786,3611579
3.7880000000000003,3132617
3.79,3509624
3.7920000000000003,4615714
3.794,6136455
3.7960000000000003,7504024
3.798,8074998
3.8000000000000003,7597365
3.802,6253852
3.8040000000000003,4734041
3.806,3553396
3.8080000000000003,3060748
3.81,3431131
3.8120000000000003,4537838
3.814,6072107
3.8160000000000003,7466384
3.818,8072326
3.8200000000000003,7642828
3.822,6344616
3.8240000000000003,4858276
3.826,3706044
3.8280000000000003,3249816
3.83,3645549
3.8320000000000003,4773723
3.834,6326401
3.8360000000000003,7752502
3.838,8388607
3.84,7989657
3.842,6713698
3.844,5245306
3.846,4100043
3.848,3645731
3.85,4040571
3.852,5175234
3.854,6741988
3.856,8202156
3.858,8388607
3.86,8388607
3.862,7301393
3.864,5872025
3.866,4749909
3.868,4307985
3.87,4709273
3.872,5843799
3.874,7405040
3.876,8388607
3.878,8388607
3.88,8388607
3.882,7992191
3.884,6548491
3.886,5396031
3.888,4911566
3.89,5270521
3.892,6368702
3.894,7886326
3.896,8388607
3.898,8388607
3.9,8388607
3.902,8378448
3.904,6941146
3.906,5771734
3.908,5276563
3.91,5625668
3.912,6729106
3.914,8232134
3.916,8388607
3.918,8388607
3.92,8388607
3.922,8388607
3.924,7387333
3.926,6207938
3.928,5693933
3.93,6021940
3.932,7112664
3.934,8388607
3.936,8388607
3.938,8388607
3.94,8388607
3.942,8388607
3.944,7802319
3.946,6625981
3.948,6111391
3.95,6432846
3.952,7518510
3.954,8388607
3.956,8388607
3.958,8388607
3.96,8388607
3.962,8388607
3.964,8319135
3.966,7176849
3.968,6673466
3.97,6997624
3.972,8074313
3.974,8388607
3.976,8388607
3.978,8388607
3.98,8388607
3.982,8388607
3.984,8388607
3.986,7780195
3.988,7253706
3.99,7552515
3.992,8388607
3.994,8388607
3.996,8388607
3.998,8388607
4.0,8388607
4.002,8388607
4.0040000000000004,8388607
4.006,8208909
4.008,7640739
4.01,7890301
4.0120000000000005,8388607
4.014,8388607
4.016,8388607
4.018,8388607
4.0200000000000005,8388607
4.022,8388607
4.024,8388607
4.026,8388607
4.0280000000000005,7839974
4.03,8066882
4.032,8388607
4.034,8388607
4.0360000000000005,8388607
4.038,8388607
4.04,8388607
4.042,8388607
4.0440000000000005,8388607
4.046,8388607
4.048,7959714
4.05,8225994
4.0520000000000005,8388607
4.054,8388607
4.056,8388607
4.058,8388607
4.0600000000000005,8388607
4.062,8388607
4.064,8388607
4.066,8388607
4.0680000000000005,8388607
4.07,8388607
4.072,8388607
4.074,8388607
4.0760000000000005,8388607
4.078,8388607
4.08,8388607
4.082,8388607
4.0840000000000005,8388607
4.086,8388607
4.088,8388607
4.09,8388607
4.0920000000000005,8388607
4.094,8388607
4.096,8388607
4.098,8388607
4.1,8388607
4.102,8388607
4.104,8388607
4.106,8388607
4.108,8388607
4.11,8388607
4.112,8388607
4.114,8388607
4.116,8388607
4.118,8388607
4.12,8388607
4.122,8388607
4.124,8388607
4.126,8388607
4.128,8388607
4.13,8388607
4.132,8388607
4.134,8388607
4.136,8388607
4.138,8388607
4.14,8388607
4.142,8388607
4.144,8388607
4.146,8388607
4.148,8388607
4.15,8388607
4.152,8388607
4.154,8388607
4.156,8388607
4.158,8388607
4.16,8388607
4.162,8388607
4.164,8388607
4.166,8388607
4.168,8388607
4.17,8388607
4.172,8388607
4.174,8388607
4.176,8388607
4.178,8388607
4.18,8388607
4.182,8388607
4.184,8388607
4.186,8388607
4.188,8388607
4.19,8388607
4.192,8388607
4.194,8388607
4.196,8388607
4.198,8388607
4.2,8388607
4.202,8388607
4.204,8388607
4.206,8388607
4.208,8388607
4.21,8388607
4.212,8388607
4.214,8388607
4.216,8388607
4.218,8388607
4.22,8388607
4.222,8388607
4.224,8388607
4.226,8388607
4.228,8388607
4.23,8388607
4.232,8388607
4.234,8388607
4.236,8388607
4.238,8388607
4.24,8388607
4.242,8388607
4.244,8388607
4.246,8388607
4.248,8388607
4.25,8388607
4.252,8388607
4.2540000000000004,8388607
4.256,8388607
4.258,8388607
4.26,8388607
4.2620000000000005,8388607
4.264,8388607
4.266,8388607
4.268,8388607
4.2700000000000005,8388607
4.272,8388607
4.274,8388607
4.276,8388607
4.2780000000000005,8388607
4.28,8388607
4.282,8388607
4.284,8388607
4.2860000000000005,8388607
4.288,8388607
4.29,8388607
4.292,8388607
4.2940000000000005,8388607
4.296,8388607
4.298,8388607
4.3,8388607
4.3020000000000005,8388607
4.304,8388607
4.306,8388607
4.308,8388607
4.3100000000000005,8388607
4.312,8388607
4.314,8388607
4.316,8388607
4.3180000000000005,8388607
4.32,8388607
4.322,8388607
4.324,8388607
4.3260000000000005,8388607
4.328,8388607
4.33,8388607
4.332,8388607
4.3340000000000005,8388607
4.336,8388607
4.338,8388607
4.34,8388607
4.3420000000000005,8388607
4.344,8388607
4.346,8388607
4.348,8388607
4.3500000000000005,8388607
4.352,8388607
4.354,8388607
4.356,8388607
4.358,8388607
4.36,8388607
4.362,8388607
4.364,8388607
4.366,8388607
4.368,8388607
4.37,8388607
4.372,8388607
4.374,8388607
4.376,8388607
4.378,8388607
4.38,8388607
4.382,8388607
4.384,8388607
4.386,8388607
4.388,8388607
4.39,8388607
4.392,8388607
4.394,8388607
4.396,8388607
4.398,8388607
4.4,8388607
4.402,8388607
4.404,8388607
4.406,8388607
4.408,8388607
4.41,8388607
4.412,8388607
4.414,8388607
4.416,8388607
4.418,8388607
4.42,8388607
4.422,8388607
4.424,8388607
4.426,8388607
4.428,8388607
4.43,8388607
4.432,8388607
4.434,8388607
4.436,8388607
4.438,8388607
4.44,8388607
4.442,8388607
4.444,8388607
4.446,8388607
4.448,8388607
4.45,8388607
4.452,8388607
4.454,8388607
4.456,8388607
4.458,8388607
4.46,8388607
4.462,8388607
4.464,8388607
4.466,8388607
4.468,8388607
4.47,8388607
4.472,8388607
4.474,8388607
4.476,8388607
4.478,8388607
4.48,8388607
4.482,8388607
4.484,8388607
4.486,8388607
4.488,8388607
4.49,8388607
4.492,8388607
4.494,8388607
4.496,8388607
4.498,8388607
4.5,8388607
4.502,8388607
4.5040000000000004,8388607
4.506,8388607
4.508,8388607
4.51,8388607
4.5120000000000005,8388607
4.514,8388607
4.516,8388607
4.518,8388607
4.5200000000000005,8388607
4.522,8388607
4.524,8388607
4.526,8388607
4.5280000000000005,8388607
4.53,8388607
4.532,8388607
4.534,8388607
4.5360000000000005,8388607
4.538,8388607
4.54,8388607
4.542,8388607
4.5440000000000005,8388607
4.546,8388607
4.548,8388607
4.55,8388607
4.5520000000000005,8388607
4.554,8388607
4.556,8388607
4.558,8388607
4.5600000000000005,8388607
4.562,8388607
4.564,8388607
4.566,8388607
4.5680000000000005,8388607
4.57,8388607
4.572,8388607
4.574,8388607
4.5760000000000005,8388607
4.578,8388607
4.58,8388607
4.582,8388607
4.5840000000000005,8388607
4.586,8388607
4.588,8388607
4.59,8388607
4.5920000000000005,8388607
4.594,8388607
4.596,8388607
4.598,8388607
4.6000000000000005,8388607
4.602,8388607
4.604,8388607
4.606,8388607
4.6080000000000005,8388607
4.61,8388607
4.612,8388607
4.614,8388607
4.616,8388607
4.618,8388607
4.62,8388607
4.622,8388607
4.624,8388607
4.626,8388607
4.628,8388607
4.63,8388607
4.632,8388607
4.634,8388607
4.636,8388607
4.638,8388607
4.64,8388607
4.642,8388607
4.644,8388607
4.646,8388607
4.648,8388607
4.65,8388607
4.652,8388607
4.654,8388607
4.656,8388607
4.658,8388607
4.66,8388607
4.662,8388607
4.664,8388607
4.666,8388607
4.668,8388607
4.67,8388607
4.672,8388607
4.674,8388607
4.676,8388607
4.678,8388607
4.68,8388607
4.682,8388607
4.684,8388607
4.686,8388607
4.688,8388607
4.69,8388607
4.692,8388607
4.694,8388607
4.696,8388607
4.698,8388607
4.7,8388607
4.702,8388607
4.704,8388607
4.706,8388607
4.708,8388607
4.71,8388607
4.712,8388607
4.714,8388607
4.716,8388607
4.718,8388607
4.72,8388607
4.722,8388607
4.724,8388607
4.726,8388607
4.728,8388607
4.73,8388607
4.732,8388607
4.734,8388607
4.736,8388607
4.738,8388607
4.74,8388607
4.742,8388607
4.744,8388607
4.746,8388607
4.748,8388607
4.75,8388607
4.752,8388607
4.7540000000000004,8388607
4.756,8388607
4.758,8388607
4.76,8388607
4.7620000000000005,8388607
4.764,8388607
4.766,8388607
4.768,8388607
4.7700000000000005,8388607
4.772,8388607
4.774,8388607
4.776,8388607
4.7780000000000005,8388607
4.78,8388607
4.782,8388607
4.784,8388607
4.7860000000000005,8388607
4.788,8388607
4.79,8388607
4.792,8388607
4.7940000000000005,8388607
4.796,8388607
4.798,8388607
4.8,8388607
4.8020000000000005,8388607
4.804,8388607
4.806,8388607
4.808,8388607
4.8100000000000005,8388607
4.812,8388607
4.814,8388607
4.816,8388607
4.8180000000000005,8388607
4.82,8388607
4.822,8388607
4.824,8388607
4.8260000000000005,8388607
4.828,8388607
4.83,8388607
4.832,8388607
4.8340000000000005,8388607
4.836,8388607
4.838,8388607
4.84,8388607
4.8420000000000005,8388607
4.844,8388607
4.846,8388607
4.848,8388607
4.8500000000000005,8388607
4.852,8388607
4.854,8388607
4.856,8388607
4.8580000000000005,8388607
4.86,8388607
4.862,8388607
4.864,8388607
4.866,8388607
4.868,8388607
4.87,8388607
4.872,8388607
4.874,8388607
4.876,8388607
4.878,8388607
4.88,8388607
4.882,8388607
4.884,8388607
4.886,8388607
4.888,8388607
4.89,8388607
4.892,8388607
4.894,8388607
4.896,8388607
4.898,8388607
4.9,8388607
4.902,8388607
4.904,8388607
4.906,8388607
4.908,8388607
4.91,8388607
4.912,8388607
4.914,8388607
4.916,8388607
4.918,8388607
4.92,8388607
4.922,8388607
4.924,8388607
4.926,8388607
4.928,8388607
4.93,8388607
4.932,8388607
4.934,8388607
4.936,8388607
4.938,8388607
4.94,8388607
4.942,8388607
4.944,8388607
4.946,8388607
4.948,8388607
4.95,8388607
4.952,8388607
4.954,8388607
4.956,8388607
4.958,8388607
4.96,8388607
4.962,8388607
4.964,8388607
4.966,8388607
4.968,8388607
4.97,8388607
4.972,8388607
4.974,8388607
4.976,8388607
4.978,8388607
4.98,8388607
4.982,8388607
4.984,8388607
4.986,8388607
4.988,8388607
4.99,8388607
4.992,8388607
4.994,8388607
4.996,8388607
4.998,8388607
5.0,8388607
5.002,8388607
5.0040000000000004,8388607
5.006,8388607
5.008,8388607
5.01,8388607
5.0120000000000005,8388607
5.014,8388607
5.016,8388607
5.018,8388607
5.0200000000000005,8388607
5.022,8388607
5.024,8388607
5.026,8388607
5.0280000000000005,8388607
5.03,8388607
5.032,8388607
5.034,8388607
5.0360000000000005,8388607
5.038,8388607
5.04,8388607
5.042,8388607
5.0440000000000005,8388607
5.046,8388607
5.048,8388607
5.05,8388607
5.0520000000000005,8388607
5.054,8388607
5.056,8388607
5.058,8388607
5.0600000000000005,8388607
5.062,8388607
5.064,8388607
5.066,8388607
5.0680000000000005,8388607
5.07,8388607
5.072,8388607
5.074,8388607
5.0760000000000005,8388607
5.078,8388607
5.08,8388607
5.082,8388607
5.0840000000000005,8388607
5.086,8388607
5.088,8388607
5.09,8388607
5.0920000000000005,8388607
5.094,8388607
5.096,8388607
5.098,8388607
5.1000000000000005,8388607
5.102,8388607
5.104,8388607
5.106,8388607
5.1080000000000005,8388607
5.11,8388607
5.112,8388607
5.114,8388607
5.1160000000000005,8388607
5.118,8388607
5.12,8388607
5.122,8388607
5.124,8388607
5.126,8388607
5.128,8388607
5.13,8388607
5.132,8388607
5.134,8388607
5.136,8388607
5.138,8388607
5.14,8388607
5.142,8388607
5.144,8388607
5.146,8388607
5.148,8388607
5.15,8388607
5.152,8388607
5.154,8388607
5.156,8388607
5.158,8388607
5.16,8388607
5.162,8388607
5.164,8388607
5.166,8388607
5.168,8388607
5.17,8388607
5.172,8388607
5.174,8388607
5.176,8388607
5.178,8388607
5.18,8388607
5.182,8388607
5.184,8388607
5.186,8388607
5.188,8388607
5.19,8388607
5.192,8388607
5.194,8388607
5.196,8388607
5.198,8388607
5.2,8388607
5.202,8388607
5.204,8388607
5.206,8388607
5.208,8388607
5.21,8388607
5.212,8388607
5.214,8388607
5.216,8388607
5.218,8388607
5.22,8388607
5.222,8388607
5.224,8388607
5.226,8388607
5.228,8388607
5.23,8388607
5.232,8388607
5.234,8388607
5.236,8388607
5.238,8388607
5.24,8388607
5.242,8388607
5.244,8388607
5.246,8388607
5.248,8388607
5.25,8388607
5.252,8388607
5.2540000000000004,8388607
5.256,8388607
5.258,8388607
5.26,8388607
5.2620000000000005,8388607
5.264,8388607
5.266,8388607
5.268,8388607
5.2700000000000005,8388607
5.272,8388607
5.274,8388607
5.276,8388607
5.2780000000000005,8388607
5.28,8388607
5.282,8388607
5.284,8388607
5.2860000000000005,8388607
5.288,8388607
5.29,8388607
5.292,8388607
5.2940000000000005,8388607
5.296,8388607
5.298,8388607
5.3,8388607
5.3020000000000005,8388607
5.304,8388607
5.306,8388607
5.308,8388607
5.3100000000000005,8388607
5.312,8388607
5.314,8388607
5.316,8388607
5.3180000000000005,8388607
5.32,8388607
5.322,8388607
5.324,8388607
5.3260000000000005,8388607
5.328,8388607
5.33,8388607
5.332,8388607
5.3340000000000005,8388607
5.336,8388607
5.338,8388607
5.34,8388607
5.3420000000000005,8388607
5.344,8388607
5.346,8388607
5.348,8388607
5.3500000000000005,8388607
5.352,8388607
5.354,8388607
5.356,8388607
5.3580000000000005,8388607
5.36,8388607
5.362,8388607
5.364,8388607
5.3660000000000005,8388607
5.368,8388607
5.37,8388607
5.372,8388607
5.3740000000000006,8388607
5.376,8388607
5.378,8388607
5.38,8388607
5.382,8388607
5.384,8388607
5.386,8388607
5.388,8388607
5.39,8388607
5.392,8388607
5.394,8388607
5.396,8388607
5.398,8388607
5.4,8388607
5.402,8388607
5.404,8388607
5.406,8388607
5.408,8388607
5.41,8388607
5.412,8388607
5.414,8388607
5.416,8388607
5.418,8388607
5.42,8388607
5.422,8388607
5.424,8388607
5.426,8388607
5.428,8388607
5.43,8388607
5.432,8388607
5.434,8388607
5.436,8388607
5.438,8388607
5.44,8388607
5.442,8388607
5.444,8388607
5.446,8388607
5.448,8388607
5.45,8388607
5.452,8388607
5.454,8388607
5.456,8388607
5.458,8388607
5.46,8388607
5.462,8388607
5.464,8388607
5.466,8388607
5.468,8388607
5.47,8388607
5.472,8388607
5.474,8388607
5.476,8388607
5.478,8388607
5.48,8388607
5.482,8388607
5.484,8388607
5.486,8388607
5.488,8388607
5.49,8388607
5.492,8388607
5.494,8388607
5.496,8388607
5.498,8388607
5.5,8388607
5.502,8388607
5.5040000000000004,8388607
5.506,8388607
5.508,8388607
5.51,8388607
5.5120000000000005,8388607
5.514,8388607
5.516,8388607
5.518,8388607
5.5200000000000005,8388607
5.522,8388607
5.524,8388607
5.526,8388607
5.5280000000000005,8388607
5.53,8388607
5.532,8388607
5.534,8388607
5.5360000000000005,8388607
5.538,8388607
5.54,8388607
5.542,8388607
5.5440000000000005,8388607
5.546,8388607
5.548,8388607
5.55,8388607
5.5520000000000005,8388607
5.554,8388607
5.556,8388607
5.558,8388607
5.5600000000000005,8388607
5.562,8388607
5.564,8388607
5.566,8388607
5.5680000000000005,8388607
5.57,8388607
5.572,8388607
5.574,8388607
5.5760000000000005,8388607
5.578,8388607
5.58,8388607
5.582,8388607
5.5840000000000005,8388607
5.586,8388607
5.588,8388607
5.59,8388607
5.5920000000000005,8388607
5.594,8388607
5.596,8388607
5.598,8388607
5.6000000000000005,8388607
5.602,8388607
5.604,8388607
5.606,8388607
5.6080000000000005,8388607
5.61,8388607
5.612,8388607
5.614,8388607
5.6160000000000005,8388607
5.618,8388607
5.62,8388607
5.622,8388607
5.6240000000000006,8388607
5.626,8388607
5.628,8388607
5.63,8388607
5.632,8388607
5.634,8388607
5.636,8388607
5.638,8388607
5.64,8388607
5.642,8388607
5.644,8388607
5.646,8388607
5.648,8388607
5.65,8388607
5.652,8388607
5.654,8388607
5.656,8388607
5.658,8388607
5.66,8388607
5.662,8388607
5.664,8388607
5.666,8388607
5.668,8388607
5.67,8388607
5.672,8388607
5.674,8388607
5.676,8388607
5.678,8388607
5.68,8388607
5.682,8388607
5.684,8388607
5.686,8388607
5.688,8388607
5.69,8388607
5.692,8388607
5.694,8388607
5.696,8388607
5.698,8388607
5.7,8388607
5.702,8388607
5.704,8388607
5.706,8388607
5.708,8388607
5.71,8388607
5.712,8388607
5.714,8388607
5.716,8388607
5.718,8388607
5.72,8388607
5.722,8388607
5.724,8388607
5.726,8388607
5.728,8388607
5.73,8388607
5.732,8388607
5.734,8388607
5.736,8388607
5.738,8388607
5.74,8388607
5.742,8388607
5.744,8388607
5.746,8388607
5.748,8388607
5.75,8388607
5.752,8388607
5.7540000000000004,8388607
5.756,8388607
5.758,8388607
5.76,8388607
5.7620000000000005,8388607
5.764,8388607
5.766,8388607
5.768,8388607
5.7700000000000005,8388607
5.772,8388607
5.774,8388607
5.776,8388607
5.7780000000000005,8388607
5.78,8388607
5.782,8388607
5.784,8388607
5.7860000000000005,8388607
5.788,8388607
5.79,8388607
5.792,8388607
5.7940000000000005,8388607
5.796,8388607
5.798,8388607
5.8,8388607
5.8020000000000005,8388607
5.804,8388607
5.806,8388607
5.808,8388607
5.8100000000000005,8388607
5.812,8388607
5.814,8388607
5.816,8388607
5.8180000000000005,8388607
5.82,8388607
5.822,8388607
5.824,8388607
5.8260000000000005,8388607
5.828,8388607
5.83,8388607
5.832,8388607
5.8340000000000005,8388607
5.836,8388607
5.838,8388607
5.84,8388607
5.8420000000000005,8388607
5.844,8388607
5.846,8388607
5.848,8388607
5.8500000000000005,8388607
5.852,8388607
5.854,8388607
5.856,8388607
5.8580000000000005,8388607
5.86,8388607
5.862,8388607
5.864,8388607
5.8660000000000005,8388607
5.868,8388607
5.87,8388607
5.872,8388607
5.8740000000000006,8388607
5.876,8388607
5.878,8388607
5.88,8388607
5.882000000000001,8388607
5.884,8388607
5.886,8388607
5.888,8388607
5.89,8388607
5.892,8388607
5.894,8388607
5.896,8388607
5.898,8388607
5.9,8388607
5.902,8388607
5.904,8388607
5.906,8388607
5.908,8388607
5.91,8388607
5.912,8388607
5.914,8388607
5.916,8388607
5.918,8388607
5.92,8388607
5.922,8388607
5.924,8388607
5.926,8388607
5.928,8388607
5.93,8388607
5.932,8388607
5.934,8388607
5.936,8388607
5.938,8388607
5.94,8388607
5.942,8388607
5.944,8388607
5.946,8388607
5.948,8388607
5.95,8388607
5.952,8388607
5.954,8388607
5.956,8388607
5.958,8388607
5.96,8388607
5.962,8388607
5.964,8388607
5.966,8388607
5.968,8388607
5.97,8388607
5.972,8388607
5.974,8388607
5.976,8388607
5.978,8388607
5.98,8388607
5.982,8388607
5.984,8388607
5.986,8388607
5.988,8388607
5.99,8388607
5.992,8388607
5.994,8388607
5.996,8388607
5.998,8388607
6.0,8388607
6.002,8388607
6.0040000000000004,8388607
6.006,8388607
6.008,8388607
6.01,8388607
6.0120000000000005,8388607
6.014,8388607
6.016,8388607
6.018,8388607
6.0200000000000005,8388607
6.022,8388607
6.024,8388607
6.026,8388607
6.0280000000000005,8388607
6.03,8388607
6.032,8388607
6.034,8388607
6.0360000000000005,8388607
6.038,8388607
6.04,8388607
6.042,8388607
6.0440000000000005,8388607
6.046,8388607
6.048,8388607
6.05,8388607
6.0520000000000005,8388607
6.054,8388607
6.056,8388607
6.058,8388607
6.0600000000000005,8388607
6.062,8388607
6.064,8388607
6.066,8388607
6.0680000000000005,8388607
6.07,8388607
6.072,8388607
6.074,8388607
6.0760000000000005,8388607
6.078,8388607
6.08,8388607
6.082,8388607
6.0840000000000005,8388607
6.086,8388607
6.088,8388607
6.09,8388607
6.0920000000000005,8388607
6.094,8388607
6.096,8388607
6.098,8388607
6.1000000000000005,8388607
6.102,8388607
6.104,8388607
6.106,8388607
6.1080000000000005,8388607
6.11,8388607
6.112,8388607
6.114,8388607
6.1160000000000005,8388607
6.118,8388607
6.12,8388607
6.122,8388607
6.1240000000000006,8388607
6.126,8388607
6.128,8388607
6.13,8388607
6.132000000000001,8388607
6.134,8388607
6.136,8388607
6.138,8388607
6.140000000000001,8388607
6.142,8388607
6.144,8388607
6.146,8388607
6.148,8388607
6.15,8388607
6.152,8388607
6.154,8388607
6.156,8388607
6.158,8388607
6.16,8388607
6.162,8388607
6.164,8388607
6.166,8388607
6.168,8388607
6.17,8388607
6.172,8388607
6.174,8388607
6.176,8388607
6.178,8388607
6.18,8388607
6.182,8388607
6.184,8388607
6.186,8388607
6.188,8388607
6.19,8388607
6.192,8388607
6.194,8388607
6.196,8388607
6.198,8388607
6.2,8388607
6.202,8388607
6.204,8388607
6.206,8388607
6.208,8388607
6.21,8388607
6.212,8388607
6.214,8388607
6.216,8388607
6.218,8388607
6.22,8388607
6.222,8388607
6.224,8388607
6.226,8388607
6.228,8388607
6.23,8388607
6.232,8388607
6.234,8388607
6.236,8388607
6.238,8388607
6.24,8388607
6.242,8388607
6.244,8388607
6.246,8388607
6.248,8388607
6.25,8388607
6.252,8388607
6.2540000000000004,8388607
6.256,8388607
6.258,8388607
6.26,8388607
6.2620000000000005,8388607
6.264,8388607
6.266,8388607
6.268,8388607
6.2700000000000005,8388607
6.272,8388607
6.274,8388607
6.276,8388607
6.2780000000000005,8388607
6.28,8388607
6.282,8388607
6.284,8388607
6.2860000000000005,8388607
6.288,8388607
6.29,8388607
6.292,8388607
6.2940000000000005,8388607
6.296,8388607
6.298,8388607
6.3,8388607
6.3020000000000005,8388607
6.304,8388607
6.306,8388607
6.308,8388607
6.3100000000000005,8388607
6.312,8388607
6.314,8388607
6.316,8388607
6.3180000000000005,8388607
6.32,8388607
6.322,8388607
6.324,8388607
6.3260000000000005,8388607
6.328,8388607
6.33,8388607
6.332,8388607
6.3340000000000005,8388607
6.336,8388607
6.338,8388607
6.34,8388607
6.3420000000000005,8388607
6.344,8388607
6.346,8388607
6.348,8388607
6.3500000000000005,8388607
6.352,8388607
6.354,8388607
6.356,8388607
6.3580000000000005,8388607
6.36,8388607
6.362,8388607
6.364,8388607
6.3660000000000005,8388607
6.368,8388607
6.37,8388607
6.372,8388607
6.3740000000000006,8388607
6.376,8388607
6.378,8388607
6.38,8388607
6.382000000000001,8388607
6.384,8388607
6.386,8388607
6.388,8388607
6.390000000000001,8388607
6.392,8388607
6.394,8388607
6.396,8388607
6.398000000000001,8388607
6.4,8388607
6.402,8388607
6.404,8388607
6.406,8388607
6.408,8388607
6.41,8388607
6.412,8388607
6.414,8388607
6.416,8388607
6.418,8388607
6.42,8388607
6.422,8388607
6.424,8388607
6.426,8388607
6.428,8388607
6.43,8388607
6.432,8388607
6.434,8388607
6.436,8388607
6.438,8388607
6.44,8388607
6.442,8388607
6.444,8388607
6.446,8388607
6.448,8388607
6.45,8388607
6.452,8388607
6.454,8388607
6.456,8388607
6.458,8388607
6.46,8388607
6.462,8388607
6.464,8388607
6.466,8388607
6.468,8388607
6.47,8388607
6.472,8388607
6.474,8388607
6.476,8388607
6.478,8388607
6.48,8388607
6.482,8388607
