time,value
0.49,8388607
0.492,8388607
0.494,8388607
0.496,8388607
0.498,8388607
0.5,8388607
0.502,8388607
0.504,8388607
0.506,8388607
0.508,8388607
0.51,8388607
0.512,8388607
0.514,8388607
0.516,8388607
0.518,8388607
0.52,8388607
0.522,8388607
0.524,8388607
0.526,8388607
0.528,8388607
0.53,8388607
0.532,8388607
0.534,8388607
0.536,8388607
0.538,8388607
0.54,8388607
0.542,8388607
0.544,8388607
0.546,8388607
0.548,8388607
0.55,8388607
0.552,8388607
0.554,8388607
0.556,8388607
0.558,8388607
0.56,8388607
0.562,8388607
0.5640000000000001,8388607
0.5660000000000001,8388607
0.5680000000000001,8388607
0.5700000000000001,8388607
0.5720000000000001,8388607
0.5740000000000001,8388607
0.5760000000000001,8388607
0.578,8388607
0.58,8388607
0.582,8388607
0.584,8388607
0.586,8388607
0.588,8388607
0.59,8388607
0.592,8388607
0.594,8388607
0.596,8388607
0.598,8388607
0.6,8388607
0.602,8388607
0.604,8388607
0.606,8388607
0.608,8388607
0.61,8388607
0.612,8388607
0.614,8388607
0.616,8388607
0.618,8388607
0.62,8388607
0.622,8388607
0.624,8388607
0.626,8388607
0.628,8388607
0.63,8388607
0.632,8388607
0.634,8388607
0.636,8388607
0.638,8388607
0.64,8388607
0.642,8388607
0.644,8388607
0.646,8388607
0.648,8388607
0.65,8388607
0.652,8388607
0.654,8388607
0.656,8388607
0.658,8388607
0.66,8388607
0.662,8388607
0.664,8388607
0.666,8388607
0.668,8388607
0.67,8388607
0.672,8388607
0.674,8388607
0.676,8388607
0.678,8388607
0.68,8388607
0.682,8388607
0.684,8388607
0.686,8388607
0.6880000000000001,8388607
0.6900000000000001,8388607
0.6920000000000001,8388607
0.6940000000000001,8388607
0.6960000000000001,8388607
0.6980000000000001,8388607
0.7000000000000001,8388607
0.7020000000000001,8388607
0.704,8388607
0.706,8388607
0.708,8388607
0.71,8388607
0.712,8388607
0.714,8388607
0.716,8388607
0.718,8388607
0.72,8388607
0.722,8388607
0.724,8388607
0.726,8388607
0.728,8388607
0.73,8388607
0.732,8388607
0.734,8388607
0.736,8388607
0.738,8388607
0.74,8388607
0.742,8388607
0.744,8388607
0.746,8388607
0.748,8388607
0.75,8388607
0.752,8388607
0.754,8388607
0.756,8388607
0.758,8388607
0.76,8388607
0.762,8388607
0.764,8388607
0.766,8388607
0.768,8388607
0.77,8388607
0.772,8388607
0.774,8388607
0.776,8388607
0.778,8388607
0.78,8388607
0.782,8388607
0.784,8388607
0.786,8388607
0.788,8388607
0.79,8388607
0.792,8388607
0.794,8388607
0.796,8388607
0.798,8388607
0.8,8388607
0.802,8388607
0.804,8388607
0.806,8388607
0.808,8388607
0.81,8388607
0.812,8388607
0.8140000000000001,8388607
0.8160000000000001,8388607
0.8180000000000001,8388607
0.8200000000000001,8388607
0.8220000000000001,8388607
0.8240000000000001,8388607
0.8260000000000001,8388607
0.8280000000000001,8388607
0.8300000000000001,8388607
0.8320000000000001,8388607
0.834,8388607
0.836,8388607
0.838,8388607
0.84,8388607
0.842,8388607
0.844,8388607
0.846,8388607
0.848,8388607
0.85,8388607
0.852,8388607
0.854,8388607
0.856,8388607
0.858,8388607
0.86,8388607
0.862,8388607
0.864,8388607
0.866,8388607
0.868,8388607
0.87,8388607
0.872,8388607
0.874,8388607
0.876,8388607
0.878,8388607
0.88,8388607
0.882,8388607
0.884,8388607
0.886,8388607
0.888,8388607
0.89,8388607
0.892,8388607
0.894,8388607
0.896,8388607
0.898,8388607
0.9,8388607
0.902,8388607
0.904,8388607
0.906,8388607
0.908,8388607
0.91,8388607
0.912,8388607
0.914,8388607
0.916,8388607
0.918,8388607
0.92,8388607
0.922,8388607
0.924,8388607
0.926,8388607
0.928,8388607
0.93,8388607
0.932,8388607
0.934,8388607
0.936,8388607
0.9380000000000001,8388607
0.9400000000000001,8388607
0.9420000000000001,8388607
0.9440000000000001,8388607
0.9460000000000001,8388607
0.9480000000000001,8388607
0.9500000000000001,8388607
0.9520000000000001,8388607
0.9540000000000001,8388607
0.9560000000000001,8388607
0.9580000000000001,8388607
0.96,8388607
0.962,8388607
0.964,8388607
0.966,8388607
0.968,8388607
0.97,8388607
0.972,8388607
0.974,8388607
0.976,8388607
0.978,8388607
0.98,8388607
0.982,8388607
0.984,8388607
0.986,8388607
0.988,8388607
0.99,8388607
0.992,8388607
0.994,8388607
0.996,8388607
0.998,8388607
1.0,8388607
1.002,8388607
1.004,8388607
1.006,8388607
1.008,8388607
1.01,8388607
1.012,8388607
1.014,8388607
1.016,8388607
1.018,8388607
1.02,8388607
1.022,8388607
1.024,8388607
1.026,8388607
1.028,8388607
1.03,8388607
1.032,8388607
1.034,8388607
1.036,8388607
1.038,8388607
1.04,8388607
1.042,8388607
1.044,8388607
1.046,8388607
1.048,8388607
1.05,8388607
1.052,8388607
1.054,8388607
1.056,8388607
1.058,8388607
1.06,8388607
1.062,8388607
1.064,8388607
1.066,8388607
1.068,8388607
1.07,8388607
1.072,8388607
1.074,8388607
1.076,8388607
1.078,8388607
1.08,8388607
1.082,8388607
1.084,8388607
1.086,8388607
1.088,8388607
1.09,8388607
1.092,8388607
1.094,8388607
1.096,8388607
1.098,8388607
1.1,8388607
1.102,8388607
1.104,8388607
1.106,8388607
1.108,8388607
1.11,8388607
1.112,8388607
1.114,8388607
1.116,8388607
1.118,8388607
1.12,8388607
1.122,8388607
1.124,8388607
1.1260000000000001,8388607
1.1280000000000001,8388607
1.1300000000000001,8388607
1.1320000000000001,8388607
1.1340000000000001,8388607
1.1360000000000001,8388607
1.1380000000000001,8388607
1.1400000000000001,8388607
1.1420000000000001,8388607
1.1440000000000001,8388607
1.1460000000000001,8388607
1.1480000000000001,8388607
1.1500000000000001,8388607
1.1520000000000001,8388607
1.154,8388607
1.156,8388607
1.158,8388607
1.16,8388607
1.162,8388607
1.164,8388607
1.166,8388607
1.168,8388607
1.17,8388607
1.172,8388607
1.174,8388607
1.176,8388607
1.178,8388607
1.18,8388607
1.182,8388607
1.184,8388607
1.186,8388607
1.188,8388607
1.19,8388607
1.192,8388607
1.194,8388607
1.196,8388607
1.198,8388607
1.2,8388607
1.202,8388607
1.204,8388607
1.206,8388607
1.208,8388607
1.21,8388607
1.212,8388607
1.214,8388607
1.216,8388607
1.218,8388607
1.22,8388607
1.222,8388607
1.224,8388607
1.226,8388607
1.228,8388607
1.23,8388607
1.232,8388607
1.234,8388607
1.236,8388607
1.238,8388607
1.24,8388607
1.242,8388607
1.244,8388607
1.246,8388607
1.248,8388607
1.25,8388607
1.252,8388607
1.254,8388607
1.256,8388607
1.258,8388607
1.26,8388607
1.262,8388607
1.264,8388607
1.266,8388607
1.268,8388607
1.27,8388607
1.272,8388607
1.274,8388607
1.276,8388607
1.278,8388607
1.28,8388607
1.282,8388607
1.284,8388607
1.286,8388607
1.288,8388607
1.29,8388607
1.292,8388607
1.294,8388607
1.296,8388607
1.298,8388607
1.3,8388607
1.302,8388607
1.304,8388607
1.306,8388607
1.308,8388607
1.31,8388607
1.312,8388607
1.314,8388607
1.316,8388607
1.318,8388607
1.32,8388607
1.322,8388607
1.324,8388607
1.326,8388607
1.328,8388607
1.33,8388607
1.332,8388607
1.334,8388607
1.336,8388607
1.338,8388607
1.34,8388607
1.342,8388607
1.344,8388607
1.346,8388607
1.348,8388607
1.35,8388607
1.352,8388607
1.354,8388607
1.356,8388607
1.358,8388607
1.36,8388607
1.362,8388607
1.364,8388607
1.366,8388607
1.368,8388607
1.37,8388607
1.372,8388607
1.374,8388607
1.3760000000000001,8388607
1.3780000000000001,8388607
1.3800000000000001,8388607
1.3820000000000001,8388607
1.3840000000000001,8388607
1.3860000000000001,8388607
1.3880000000000001,8388607
1.3900000000000001,8388607
1.3920000000000001,8388607
1.3940000000000001,8388607
1.3960000000000001,8388607
1.3980000000000001,8388607
1.4000000000000001,8388607
1.4020000000000001,8388607
1.4040000000000001,8388607
1.4060000000000001,8388607
1.408,8388607
1.41,8388607
1.412,8388607
1.414,8388607
1.416,8388607
1.418,8388607
1.42,8388607
1.422,8388607
1.424,8388607
1.426,8388607
1.428,8388607
1.43,8388607
1.432,8388607
1.434,8388607
1.436,8388607
1.438,8388607
1.44,8388607
1.442,8388607
1.444,8388607
1.446,8388607
1.448,8388607
1.45,8388607
1.452,8388607
1.454,8388607
1.456,8388607
1.458,8388607
1.46,8388607
1.462,8388607
1.464,8388607
1.466,8388607
1.468,8388607
1.47,8388607
1.472,8388607
1.474,8388607
1.476,8388607
1.478,8388607
1.48,8388607
1.482,8388607
1.484,8388607
1.486,8388607
1.488,8388607
1.49,8388607
1.492,8388607
1.494,8388607
1.496,8388607
1.498,8388607
1.5,8388607
1.502,8388607
1.504,8388607
1.506,8388607
1.508,8388607
1.51,8388607
1.512,8388607
1.514,8388607
1.516,8388607
1.518,8388607
1.52,8388607
1.522,8388607
1.524,8388607
1.526,8388607
1.528,8388607
1.53,8388607
1.532,8388607
1.534,8388607
1.536,8388607
1.538,8388607
1.54,8388607
1.542,8388607
1.544,8388607
1.546,8388607
1.548,8388607
1.55,8388607
1.552,8388607
1.554,8388607
1.556,8388607
1.558,8388607
1.56,8388607
1.562,8388607
1.564,8388607
1.566,8388607
1.568,8388607
1.57,8388607
1.572,8388607
1.574,8388607
1.576,8388607
1.578,8388607
1.58,8388607
1.582,8388607
1.584,8388607
1.586,8388607
1.588,8388607
1.59,8388607
1.592,8388607
1.594,8388607
1.596,8388607
1.598,8388607
1.6,8388607
1.602,8388607
1.604,8388607
1.606,8388607
1.608,8388607
1.61,8388607
1.612,8388607
1.614,8388607
1.616,8388607
1.618,8388607
1.62,8388607
1.622,8388607
1.624,8313124
1.6260000000000001,8239616
1.6280000000000001,8388607
1.6300000000000001,8388607
1.6320000000000001,8388607
1.6340000000000001,8388607
1.6360000000000001,8388607
1.6380000000000001,8388607
1.6400000000000001,8388607
1.6420000000000001,8246034
1.6440000000000001,7495335
1.6460000000000001,7397718
1.6480000000000001,8043787
1.6500000000000001,8388607
1.6520000000000001,8388607
1.6540000000000001,8388607
1.6560000000000001,8388607
1.6580000000000001,8388607
1.6600000000000001,8388607
1.6620000000000001,7420550
1.6640000000000001,6654753
1.666,6542688
1.668,7135896
1.67,8144671
1.672,8388607
1.674,8388607
1.676,8388607
1.678,8388607
1.68,7308828
1.682,5955777
1.684,5061978
1.686,4793816
1.688,5520425
1.69,6576883
1.692,7796116
1.694,8388607
1.696,8357393
1.698,7295943
1.7,5630918
1.702,1332628
1.704,-3346409
1.706,-4039939
1.708,-1346034
1.71,3774526
1.712,6237283
1.714,6945346
1.716,6818335
1.718,5378532
1.72,122844
1.722,-4037927
1.724,-4346569
1.726,-4359405
1.728,-4356919
1.73,-3279884
1.732,2514108
1.734,5759808
1.736,5640233
1.738,1203656
1.74,-3908149
1.742,-4444165
1.744,-4444960
1.746,-4388644
1.748,-4360648
1.75,-4348149
1.752,-4073581
1.754,-2127054
1.756,-2014349
1.758,-4112125
1.76,-4406416
1.762,-4404469
1.764,-4268881
1.766,-4141802
1.768,-4097326
1.77,-4075554
1.772,-4049692
1.774,-4035047
1.776,-4040371
1.778,-4069569
1.78,-4106779
1.782,-4053634
1.784,-3868869
1.786,-3738451
1.788,-3693431
1.79,-3669449
1.792,-3351912
1.794,-1647346
1.796,-1800199
1.798,-3481776
1.8,-3694462
1.802,-3652362
1.804,-3471002
1.806,-3336363
1.808,-3289651
1.81,-3236396
1.812,-1737106
1.814,1748913
1.816,1377396
1.818,-2405386
1.82,-3284512
1.822,-3256096
1.824,-3086242
1.826,-2954537
1.828,-2907295
1.83,-2657048
1.832,490892
1.834,3580781
1.836,3416569
1.838,-291197
1.84,-2799397
1.842,-2901228
1.844,-2802132
1.846,-2690852
1.848,-2644947
1.85,-2035764
1.852,1740140
1.854,3908485
1.856,3922984
1.858,1457603
1.86,-2141009
1.862,-2612239
1.864,-2560974
1.866,-2470282
1.868,-2424976
1.87,-1672473
1.872,2039250
1.874,3847451
1.8760000000000001,3850934
1.8780000000000001,1508183
1.8800000000000001,-1942922
1.8820000000000001,-2355537
1.8840000000000001,-2212346
1.8860000000000001,-2069656
1.8880000000000001,-2010077
1.8900000000000001,-1061826
1.8920000000000001,2274236
1.8940000000000001,3624753
1.8960000000000001,3609491
1.8980000000000001,1816114
1.9000000000000001,-1372332
1.9020000000000001,-1924580
1.9040000000000001,-1786653
1.9060000000000001,-1657815
1.9080000000000001,-1556474
1.9100000000000001,88634
1.9120000000000001,2882379
1.9140000000000001,3913741
1.9160000000000001,3968144
1.9180000000000001,2896265
1.92,211698
1.922,-1474469
1.924,-1477004
1.926,-1383814
1.928,-1178728
1.93,799169
1.932,3092901
1.934,4095219
1.936,4196819
1.938,3236508
1.94,1162496
1.942,-1035788
1.944,-1275864
1.946,-1217724
1.948,-934931
1.95,1099444
1.952,3129079
1.954,4134384
1.956,4251474
1.958,3302260
1.96,1416171
1.962,-813475
1.964,-1159902
1.966,-1110181
1.968,-738026
1.97,1320450
1.972,3202878
1.974,4244933
1.976,4405863
1.978,3501997
1.98,1874258
1.982,-388841
1.984,-1054331
1.986,-1033962
1.988,-560323
1.99,1508266
1.992,3286841
1.994,4346108
1.996,4527041
1.998,3646657
2.0,2132396
2.0020000000000002,-25292
2.004,-958367
2.0060000000000002,-964886
2.008,-399826
2.0100000000000002,1626751
2.012,3318824
2.0140000000000002,4369021
2.016,4558688
2.0180000000000002,3702123
2.02,2242713
2.0220000000000002,201720
2.024,-873603
2.0260000000000002,-902403
2.028,-316788
2.0300000000000002,1624671
2.032,3237699
2.0340000000000003,4264464
2.036,4455089
2.0380000000000003,3628543
2.04,2207807
2.0420000000000003,227507
2.044,-836458
2.0460000000000003,-870347
2.048,-293313
2.05,1613809
2.052,3234317
2.054,4299124
2.056,4538828
2.058,3775268
2.06,2446923
2.062,645285
2.064,-755616
2.066,-845216
2.068,117077
2.07,2009266
2.072,3552192
2.074,4631015
2.076,4891144
2.078,4154161
2.08,2856544
2.082,1384543
2.084,-377150
2.086,-711319
2.088,796301
2.09,2439626
2.092,3922558
2.094,4999238
2.096,5259267
2.098,4524549
2.1,3220114
2.102,1902166
2.104,604563
2.106,18428
2.108,1416484
2.11,2763253
2.112,4243260
2.114,5318473
2.116,5570537
2.118,4832778
2.12,3510131
2.122,2171325
2.124,1232966
2.126,854808
2.128,1610465
2.13,2781480
2.132,4185035
2.134,5200821
2.136,5398415
2.138,4605287
2.14,3220988
2.142,1747100
2.144,-51010
2.146,-742547
2.148,627781
2.15,2248822
2.152,3650204
2.154,4676036
2.156,4884353
2.158,4095694
2.16,2694609
2.162,782903
2.164,-798677
2.166,-951304
2.168,-548029
2.17,1351428
2.172,3015068
2.174,4065987
2.176,4306383
2.178,3557555
2.18,2138129
2.182,19879
2.184,-972379
2.186,-999115
2.188,-664898
2.19,1264171
2.192,3059681
2.194,4173374
2.196,4476325
2.198,3775481
2.2,2370227
2.202,197534
2.204,-1015641
2.206,-1048015
2.208,-629161
2.21,1375393
2.212,3114540
2.214,4192526
2.216,4444203
2.218,3689135
2.22,2221103
2.222,63057
2.224,-952291
2.226,-964778
2.228,-748117
2.23,948916
2.232,2792137
2.234,3894048
2.236,4188025
2.238,3490563
2.24,2047991
2.242,-109177
2.244,-988507
2.246,-989658
2.248,-610390
2.25,1354869
2.2520000000000002,3196174
2.254,4411041
2.2560000000000002,4803531
2.258,4232056
2.2600000000000002,3031932
2.262,1692282
2.2640000000000002,-98218
2.266,-703255
2.2680000000000002,1020396
2.27,2674474
2.2720000000000002,4204746
2.274,5434568
2.2760000000000002,5867994
2.278,5315205
2.2800000000000002,4102202
2.282,2851293
2.2840000000000003,2005564
2.286,1820357
2.2880000000000003,2441551
2.29,3651229
2.2920000000000003,5160318
2.294,6364930
2.2960000000000003,6764398
2.298,6177493
2.3000000000000003,4903057
2.302,3564944
2.3040000000000003,2613671
2.306,2326172
2.308,2832228
2.31,3936474
2.312,5361134
2.314,6505641
2.316,6851152
2.318,6199105
2.32,4836856
2.322,3401805
2.324,2361018
2.326,2008478
2.328,2498169
2.33,3637653
2.332,5121268
2.334,6336973
2.336,6742859
2.338,6148266
2.34,4834973
2.342,3458546
2.344,2483963
2.346,2205424
2.348,2775443
2.35,4001364
2.352,5579973
2.354,6891164
2.356,7376794
2.358,6845528
2.36,5566083
2.362,4197609
2.364,3221402
2.366,2944861
2.368,3504610
2.37,4714576
2.372,6270144
2.374,7563291
2.376,8028666
2.378,7481908
2.38,6191494
2.382,4815148
2.384,3821359
2.386,3524574
2.388,4063006
2.39,5259270
2.392,6809191
2.394,8113844
2.396,8388607
2.398,7996477
2.4,6653325
2.402,5197426
2.404,4101956
2.406,3720944
2.408,4199301
2.41,5356247
2.412,6879630
2.414,8176816
2.416,8388607
2.418,8039878
2.42,6669712
2.422,5209793
2.424,4124788
2.426,3749914
2.428,4240749
2.43,5420830
2.432,6967046
2.434,8294533
2.436,8388607
2.438,8229389
2.44,6875494
2.442,5434480
2.444,4366771
2.446,4000894
2.448,4432126
2.45,5271301
2.452,6468638
2.454,7592429
2.456,7931314
2.458,7258822
2.46,5788858
2.462,4226063
2.464,3051246
2.466,2585871
2.468,2963698
2.47,4040189
2.472,5472226
2.474,6684686
2.476,7048968
2.478,6363898
2.48,4832446
2.482,3153756
2.484,1848031
2.486,1247069
2.488,1468429
2.49,2388620
2.492,3704594
2.494,4862148
2.496,5219494
2.498,4575314
2.5,3105521
2.5020000000000002,1378469
2.504,-267852
2.5060000000000002,-586524
2.508,-399923
2.5100000000000002,797411
2.512,2313569
2.5140000000000002,3504929
2.516,3907181
2.5180000000000002,3319802
2.52,1887634
2.5220000000000002,189339
2.524,-394944
2.5260000000000002,-254748
2.528,27524
2.5300000000000002,905562
2.532,2190009
2.5340000000000003,3333069
2.536,3699933
2.5380000000000003,3093983
2.54,1680363
2.5420000000000003,343067
2.544,-10877
2.5460000000000003,-444
2.548,97634
2.5500000000000003,716315
2.552,1853423
2.5540000000000003,2889044
2.556,3187899
2.5580000000000003,2558263
2.56,1168629
2.562,150952
2.564,-497
2.566,-657
2.568,49777
2.57,533082
2.572,1590524
2.574,2591982
2.576,2883416
2.578,2261369
2.58,902304
2.582,76826
2.584,-678
2.586,-663
2.588,33281
2.59,452819
2.592,1468664
2.594,2448991
2.596,2725746
2.598,2095669
2.6,756782
2.602,47261
2.604,-674
2.606,-664
2.608,27385
2.61,419538
2.612,1419619
2.614,2407585
2.616,2702983
2.618,2102439
2.62,782897
2.622,53534
2.624,-679
2.626,-664
2.628,32308
2.63,452772
2.632,1476523
2.634,2494908
2.636,2824788
2.638,2264676
2.64,945416
2.642,90585
2.644,-679
2.646,-666
2.648,41054
2.65,501339
2.652,1558352
2.654,2611268
2.656,2974711
2.658,2447495
2.66,1128562
2.662,144364
2.664,-524
2.666,-666
2.668,44019
2.67,512299
2.672,1572470
2.674,2635013
2.676,3009369
2.678,2495877
2.68,1179001
2.682,161913
2.684,-381
2.686,-661
2.688,49643
2.69,540316
2.692,1618188
2.694,2711766
2.696,3123477
2.698,2649624
2.7,1354136
2.702,236012
2.704,871
2.706,-649
2.708,59263
2.71,584021
2.712,1681051
2.714,2798826
2.716,3247843
2.718,2821406
2.72,1561351
2.722,345696
2.724,5047
2.726,-649
2.728,65526
2.73,613494
2.732,1731229
2.734,2880898
2.736,3373864
2.738,2993826
2.74,1766553
2.742,480120
2.744,14793
2.746,-582
2.748,83718
2.75,694134
2.7520000000000002,1866300
2.754,3067998
2.7560000000000002,3606878
2.758,3267639
2.7600000000000002,2065081
2.762,700864
2.7640000000000002,42789
2.766,-605
2.7680000000000002,80444
2.77,679584
2.7720000000000002,1837863
2.774,3037178
2.7760000000000002,3568369
2.778,3219741
2.7800000000000002,1995428
2.782,629419
2.7840000000000003,30815
2.786,-635
2.7880000000000003,75186
2.79,666598
2.7920000000000003,1843774
2.794,3090374
2.7960000000000003,3668334
2.798,3342384
2.8000000000000003,2103834
2.802,691763
2.8040000000000003,38263
2.806,-643
2.8080000000000003,74571
2.81,667868
2.8120000000000003,1854381
2.814,3117058
2.816,3699673
2.818,3373202
2.82,2128403
2.822,701463
2.824,39155
2.826,-678
2.828,61944
2.83,612436
2.832,1754894
2.834,2999548
2.836,3603535
2.838,3314958
2.84,2099026
2.842,678633
2.844,35231
2.846,-699
2.848,33863
2.85,466906
2.852,1524353
2.854,2726202
2.856,3325327
2.858,3044398
2.86,1828691
2.862,484487
2.864,13456
2.866,-695
2.868,27059
2.87,432418
2.872,1481453
2.874,2700451
2.876,3335427
2.878,3102495
2.88,1932644
2.882,573324
2.884,22854
2.886,-691
2.888,39653
2.89,515889
2.892,1632055
2.894,2906808
2.896,3587272
2.898,3388862
2.9,2233951
2.902,800657
2.904,55948
2.906,-696
2.908,39236
2.91,499614
2.912,1578256
2.914,2822782
2.916,3469000
2.918,3240991
2.92,2052043
2.922,636174
2.924,28881
2.926,-696
2.928,26680
2.93,432514
2.932,1491757
2.934,2736980
2.936,3390842
2.938,3176621
2.94,2006376
2.942,611476
2.944,26448
2.946,-692
2.948,25283
2.95,420046
2.952,1463876
2.954,2703132
2.956,3361574
2.958,3157674
2.96,2011244
2.962,627181
2.964,28976
2.966,-694
2.968,24638
2.97,414327
2.972,1438526
2.974,2667668
2.976,3341695
2.978,3184699
2.98,2105624
2.982,744304
2.984,49495
2.986,-697
2.988,30949
2.99,460836
2.992,1522316
2.994,2787648
2.996,3513124
2.998,3414349
3.0,2390984
3.0020000000000002,1030209
3.004,124389
3.0060000000000002,-566
3.008,43794
3.0100000000000002,540847
3.012,1654839
3.0140000000000002,2956488
3.016,3709703
3.0180000000000002,3624316
3.02,2596513
3.0220000000000002,1199672
3.024,179161
3.0260000000000002,11
3.028,34966
3.0300000000000002,486858
3.032,1558776
3.0340000000000003,2835010
3.036,3575934
3.0380000000000003,3483586
3.04,2445820
3.0420000000000003,1043451
3.044,120708
3.0460000000000003,-612
3.048,25698
3.0500000000000003,423104
3.052,1444841
3.0540000000000003,2689873
3.056,3407903
3.0580000000000003,3302129
3.06,2251511
3.0620000000000003,858876
3.064,71117
3.0660000000000003,-695
3.068,20467
3.0700000000000003,387571
3.072,1387125
3.074,2624151
3.076,3345906
3.078,3255212
3.08,2224177
3.082,844650
3.084,68811
3.086,-699
3.088,18073
3.09,367611
3.092,1351625
3.094,2589085
3.096,3320210
3.098,3239099
3.1,2217385
3.102,836156
3.104,66647
3.106,-698
3.108,17391
3.11,364693
3.112,1354821
3.114,2614395
3.116,3381691
3.118,3341608
3.12,2356493
3.122,980312
3.124,104063
3.126,-667
3.128,21318
3.13,400621
3.132,1423530
3.134,2711833
3.136,3509804
3.138,3494804
3.14,2524837
3.142,1137895
3.144,153854
3.146,-378
3.148,23580
3.15,419654
3.152,1460258
3.154,2773418
3.156,3604296
3.158,3617612
3.16,2668243
3.162,1281124
3.164,211253
3.166,592
3.168,26842
3.17,450549
3.172,1526758
3.174,2884094
3.176,3768559
3.178,3833216
3.18,2913404
3.182,1516123
3.184,322688
3.186,4753
3.188,33794
3.19,519353
3.192,1688376
3.194,3148025
3.196,4108998
3.198,4201774
3.2,3252186
3.202,1805991
3.204,490511
3.206,18471
3.208,36436
3.21,541919
3.212,1737808
3.214,3229764
3.216,4230536
3.218,4358981
3.22,3435254
3.222,1988334
3.224,620939
3.226,31194
3.228,39313
3.23,573772
3.232,1802142
3.234,3331399
3.236,4369388
3.238,4505413
3.24,3519005
3.242,1954286
3.244,502281
3.246,-8543
3.248,22123
